id,timestamp,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15
1998,2026-05-20 16:22:42.609,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
1999,2026-05-20 16:22:42.629,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2000,2026-05-20 16:22:42.824,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2001,2026-05-20 16:22:43.043,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2002,2026-05-20 16:22:43.243,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2003,2026-05-20 16:22:43.459,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0
2004,2026-05-20 16:22:43.659,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2005,2026-05-20 16:22:43.875,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2006,2026-05-20 16:22:43.901,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EE,8
2007,2026-05-20 16:22:44.093,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2008,2026-05-20 16:22:44.308,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3
2009,2026-05-20 16:22:44.509,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2010,2026-05-20 16:22:44.724,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2011,2026-05-20 16:22:44.926,58,0,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0
2012,2026-05-20 16:22:44.945,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2013,2026-05-20 16:22:45.151,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0,0
2014,2026-05-20 16:22:45.357,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2015,2026-05-20 16:22:45.559,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0
2016,2026-05-20 16:22:45.774,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2017,2026-05-20 16:22:45.975,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2018,2026-05-20 16:22:45.996,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2019,2026-05-20 16:22:46.193,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2020,2026-05-20 16:22:46.408,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2021,2026-05-20 16:22:46.609,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2022,2026-05-20 16:22:46.836,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0
2023,2026-05-20 16:22:47.026,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2024,2026-05-20 16:22:47.242,0,59,0,0,0,1,3,0,0,0,0,E9,8,0D,0A,0D
2025,2026-05-20 16:22:47.260,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8
2026,2026-05-20 16:22:47.460,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2027,2026-05-20 16:22:47.659,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3
2028,2026-05-20 16:22:47.876,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2029,2026-05-20 16:22:48.075,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2030,2026-05-20 16:22:48.292,58,0,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0
2031,2026-05-20 16:22:48.306,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2032,2026-05-20 16:22:48.508,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0,0
2033,2026-05-20 16:22:48.709,EE,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2034,2026-05-20 16:22:48.926,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0
2035,2026-05-20 16:22:49.125,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2036,2026-05-20 16:22:49.344,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2037,2026-05-20 16:22:49.375,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2038,2026-05-20 16:22:49.561,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2039,2026-05-20 16:22:49.774,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2040,2026-05-20 16:22:49.976,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2041,2026-05-20 16:22:50.192,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0
2042,2026-05-20 16:22:50.393,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2043,2026-05-20 16:22:50.608,0,59,0,0,0,1,3,0,0,0,0,E9,8,0D,0A,0D
2044,2026-05-20 16:22:50.615,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8
2045,2026-05-20 16:22:50.825,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0
2046,2026-05-20 16:22:51.026,0,EE,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3
2047,2026-05-20 16:22:51.243,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2048,2026-05-20 16:22:51.459,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2049,2026-05-20 16:22:51.658,58,0,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0
2050,2026-05-20 16:22:51.669,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D
2051,2026-05-20 16:22:51.876,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0,0
2052,2026-05-20 16:22:52.076,EE,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0
2053,2026-05-20 16:22:52.294,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0
2054,2026-05-20 16:22:52.494,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2055,2026-05-20 16:22:52.708,0,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0
2056,2026-05-20 16:22:52.726,0,0,58,0,0,0,1,3,0,0,0,0,EE,8,0D,0A
2057,2026-05-20 16:22:52.927,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2058,2026-05-20 16:22:53.126,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2059,2026-05-20 16:22:53.345,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2060,2026-05-20 16:22:53.542,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0
2061,2026-05-20 16:22:53.758,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2062,2026-05-20 16:22:53.959,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2063,2026-05-20 16:22:53.981,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8
2064,2026-05-20 16:22:54.176,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2065,2026-05-20 16:22:54.397,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3
2066,2026-05-20 16:22:54.597,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2067,2026-05-20 16:22:54.809,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2068,2026-05-20 16:22:55.023,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2069,2026-05-20 16:22:55.031,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2070,2026-05-20 16:22:55.227,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2071,2026-05-20 16:22:55.443,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2072,2026-05-20 16:22:55.643,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0
2073,2026-05-20 16:22:55.859,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2074,2026-05-20 16:22:56.075,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2075,2026-05-20 16:22:56.079,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2076,2026-05-20 16:22:56.291,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2077,2026-05-20 16:22:56.499,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2078,2026-05-20 16:22:56.709,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2079,2026-05-20 16:22:56.908,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0
2080,2026-05-20 16:22:57.124,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2081,2026-05-20 16:22:57.334,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2082,2026-05-20 16:22:57.354,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8
2083,2026-05-20 16:22:57.543,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2084,2026-05-20 16:22:57.759,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2085,2026-05-20 16:22:57.960,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2086,2026-05-20 16:22:58.175,0,1,3,0,0,0,0,E9,8,0D,0A,0D,0,0,0,0
2087,2026-05-20 16:22:58.376,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2088,2026-05-20 16:22:58.399,0,0,0,59,0,0,0,1,3,0,0,0,0,EE,8,0D
2089,2026-05-20 16:22:58.602,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0,0
2090,2026-05-20 16:22:58.808,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2091,2026-05-20 16:22:59.021,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0
2092,2026-05-20 16:22:59.226,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58
2093,2026-05-20 16:22:59.426,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2094,2026-05-20 16:22:59.448,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2095,2026-05-20 16:22:59.643,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2096,2026-05-20 16:22:59.860,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0
2097,2026-05-20 16:23:00.059,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1
2098,2026-05-20 16:23:00.278,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0,58,0
2099,2026-05-20 16:23:00.476,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2100,2026-05-20 16:23:00.699,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2101,2026-05-20 16:23:00.721,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8
2102,2026-05-20 16:23:00.910,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0
2103,2026-05-20 16:23:01.109,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3
2104,2026-05-20 16:23:01.326,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58,0,0
2105,2026-05-20 16:23:01.542,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0
2106,2026-05-20 16:23:01.743,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2107,2026-05-20 16:23:01.762,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D
2108,2026-05-20 16:23:01.960,0A,0D,0,0,0,0,58,0,0,0,1,3,0,0,0,0
2109,2026-05-20 16:23:02.175,EB,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0
2110,2026-05-20 16:23:02.375,0,0,0,EE,8,0D,0A,0D,0,0,0,0,57,0,0,0
2111,2026-05-20 16:23:02.592,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,58
2112,2026-05-20 16:23:02.793,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2113,2026-05-20 16:23:02.823,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2114,2026-05-20 16:23:03.019,0D,0,0,0,0,57,0,0,0,1,3,0,0,0,0,EB
2115,2026-05-20 16:23:03.227,8,0D,0A,0D,0,0,0,0,57,0,0,0,1,3,0,0
2116,2026-05-20 16:23:03.426,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0,0,0,1
2117,2026-05-20 16:23:03.644,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0
2118,2026-05-20 16:23:03.844,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2119,2026-05-20 16:23:04.060,0,57,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2120,2026-05-20 16:23:04.060,0,0,0,0,57,0,0,0,1,3,0,0,0,0,EB,8
2121,2026-05-20 16:23:04.276,0D,0A,0D,0,0,0,0,57,0,0,0,1,3,0,0,0
2122,2026-05-20 16:23:04.477,0,EB,8,0D,0A,0D,0,0,0,0,57,0,0,0,1,3
2123,2026-05-20 16:23:04.684,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0,0
2124,2026-05-20 16:23:04.899,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2125,2026-05-20 16:23:05.111,57,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2126,2026-05-20 16:23:05.119,0,0,0,58,0,0,0,1,3,0,0,0,0,EB,8,0D
2127,2026-05-20 16:23:05.331,0A,0D,0,0,0,0,57,0,0,0,1,3,0,0,0,0
2128,2026-05-20 16:23:05.534,F0,8,0D,0A,0D,0,0,0,0,58,0,0,0,1,3,0
2129,2026-05-20 16:23:05.745,0,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0,0,0
2130,2026-05-20 16:23:05.959,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,57
2131,2026-05-20 16:23:06.151,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2132,2026-05-20 16:23:06.170,0,0,57,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2133,2026-05-20 16:23:06.379,0D,0,0,0,0,57,0,0,0,1,3,0,0,0,0,EB
2134,2026-05-20 16:23:06.590,8,0D,0A,0D,0,0,0,0,57,0,0,0,1,3,0,0
2135,2026-05-20 16:23:06.794,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0,0,0,1
2136,2026-05-20 16:23:06.994,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,57,0
2137,2026-05-20 16:23:07.211,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2138,2026-05-20 16:23:07.425,0,58,0,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D
2139,2026-05-20 16:23:07.425,0,0,0,0,58,0,0,0,1,3,0,0,0,0,EE,8
2140,2026-05-20 16:23:07.627,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2141,2026-05-20 16:23:07.843,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2142,2026-05-20 16:23:08.058,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2143,2026-05-20 16:23:08.260,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0
2144,2026-05-20 16:23:08.475,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2145,2026-05-20 16:23:08.485,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2146,2026-05-20 16:23:08.684,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2147,2026-05-20 16:23:08.900,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2148,2026-05-20 16:23:09.110,0,0,0,E9,8,0D,0A,0D,0,0,0,0,59,0,0,0
2149,2026-05-20 16:23:09.313,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2150,2026-05-20 16:23:09.526,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2151,2026-05-20 16:23:09.536,0,0,59,0,0,0,1,3,0,0,0,0,EE,8,0D,0A
2152,2026-05-20 16:23:09.743,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2153,2026-05-20 16:23:09.943,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2154,2026-05-20 16:23:10.173,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2155,2026-05-20 16:23:10.360,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0
2156,2026-05-20 16:23:10.575,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2157,2026-05-20 16:23:10.777,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2158,2026-05-20 16:23:10.792,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2159,2026-05-20 16:23:10.994,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2160,2026-05-20 16:23:11.210,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2161,2026-05-20 16:23:11.415,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2162,2026-05-20 16:23:11.627,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2163,2026-05-20 16:23:11.826,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2164,2026-05-20 16:23:11.842,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2165,2026-05-20 16:23:12.044,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2166,2026-05-20 16:23:12.260,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2167,2026-05-20 16:23:12.476,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0
2168,2026-05-20 16:23:12.676,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2169,2026-05-20 16:23:12.877,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2170,2026-05-20 16:23:12.902,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2171,2026-05-20 16:23:13.094,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2172,2026-05-20 16:23:13.318,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2173,2026-05-20 16:23:13.525,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2174,2026-05-20 16:23:13.727,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0
2175,2026-05-20 16:23:13.942,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2176,2026-05-20 16:23:14.144,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2177,2026-05-20 16:23:14.160,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2178,2026-05-20 16:23:14.368,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2179,2026-05-20 16:23:14.576,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2180,2026-05-20 16:23:14.776,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2181,2026-05-20 16:23:14.992,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2182,2026-05-20 16:23:15.193,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2183,2026-05-20 16:23:15.209,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2184,2026-05-20 16:23:15.419,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2185,2026-05-20 16:23:15.625,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2186,2026-05-20 16:23:15.833,0,0,0,EE,8,0D,0A,0D,0,0,0,0,59,0,0,0
2187,2026-05-20 16:23:16.044,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2188,2026-05-20 16:23:16.243,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2189,2026-05-20 16:23:16.272,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2190,2026-05-20 16:23:16.477,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2191,2026-05-20 16:23:16.677,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2192,2026-05-20 16:23:16.877,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2193,2026-05-20 16:23:17.094,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0,59,0
2194,2026-05-20 16:23:17.293,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2195,2026-05-20 16:23:17.510,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2196,2026-05-20 16:23:17.529,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2197,2026-05-20 16:23:17.727,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2198,2026-05-20 16:23:17.927,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2199,2026-05-20 16:23:18.149,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0,59,0,0
2200,2026-05-20 16:23:18.343,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0
2201,2026-05-20 16:23:18.560,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2202,2026-05-20 16:23:18.588,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2203,2026-05-20 16:23:18.779,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2204,2026-05-20 16:23:18.992,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2205,2026-05-20 16:23:19.193,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0
2206,2026-05-20 16:23:19.409,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2207,2026-05-20 16:23:19.610,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2208,2026-05-20 16:23:19.636,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2209,2026-05-20 16:23:19.827,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EE
2210,2026-05-20 16:23:20.043,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2211,2026-05-20 16:23:20.243,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2212,2026-05-20 16:23:20.459,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0
2213,2026-05-20 16:23:20.660,0,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0
2214,2026-05-20 16:23:20.878,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2215,2026-05-20 16:23:20.889,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2216,2026-05-20 16:23:21.080,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2217,2026-05-20 16:23:21.293,0,E9,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2218,2026-05-20 16:23:21.510,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2219,2026-05-20 16:23:21.710,0,1,3,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0
2220,2026-05-20 16:23:21.927,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2221,2026-05-20 16:23:21.938,0,0,0,59,0,0,0,1,3,0,0,0,0,EE,8,0D
2222,2026-05-20 16:23:22.143,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2223,2026-05-20 16:23:22.343,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2224,2026-05-20 16:23:22.560,0,0,0,EE,8,0D,0A,0D,0,0,0,0,59,0,0,0
2225,2026-05-20 16:23:22.761,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2226,2026-05-20 16:23:22.977,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2227,2026-05-20 16:23:22.989,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2228,2026-05-20 16:23:23.197,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EE
2229,2026-05-20 16:23:23.397,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2230,2026-05-20 16:23:23.611,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2231,2026-05-20 16:23:23.811,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0
2232,2026-05-20 16:23:24.027,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0
2233,2026-05-20 16:23:24.227,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2234,2026-05-20 16:23:24.253,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2235,2026-05-20 16:23:24.444,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2236,2026-05-20 16:23:24.661,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2237,2026-05-20 16:23:24.860,0,0,0,0,EE,8,0D,0A,0D,0,0,0,0,59,0,0
2238,2026-05-20 16:23:25.084,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2239,2026-05-20 16:23:25.292,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
2240,2026-05-20 16:23:25.292,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D
2241,2026-05-20 16:23:25.509,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0
2242,2026-05-20 16:23:25.711,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0
2243,2026-05-20 16:23:25.926,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0
2244,2026-05-20 16:23:26.130,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59
2245,2026-05-20 16:23:26.342,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0
2246,2026-05-20 16:23:26.349,0,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A
2247,2026-05-20 16:23:26.560,0D,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB
2248,2026-05-20 16:23:26.761,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0
2249,2026-05-20 16:23:26.975,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1
2250,2026-05-20 16:23:27.177,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0
2251,2026-05-20 16:23:27.393,0,0,1,3,0,0,0,0,E9,8,0D,0A,0D,0,0,0
2252,2026-05-20 16:23:27.593,0,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D
2253,2026-05-20 16:23:27.619,0,0,0,0,59,0,0,0,1,3,0,0,0,0,EB,8
2254,2026-05-20 16:23:27.811,0D,0A,0D,0,0,0,0,59,0,0,0,1,3,0,0,0
2255,2026-05-20 16:23:28.028,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0,0,1,3
2256,2026-05-20 16:23:28.232,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0,59,0,0
2257,2026-05-20 16:23:28.444,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0,0,0,0
2258,2026-05-20 16:23:28.644,59,0,0,0,1,3,0,0,0,0,EB,8,0D,0A,0D,0
