id,timestamp,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15
7243,2026-05-21 11:10:28.220,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1
7244,2026-05-21 11:10:28.428,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0
7245,2026-05-21 11:10:28.637,0,0,1,3,0,0,0,0,E7,8,0D,0A,0D,0,0,0
7246,2026-05-21 11:10:28.846,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7247,2026-05-21 11:10:28.855,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8
7248,2026-05-21 11:10:29.062,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7249,2026-05-21 11:10:29.271,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3
7250,2026-05-21 11:10:29.480,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0
7251,2026-05-21 11:10:29.688,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7252,2026-05-21 11:10:29.894,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7253,2026-05-21 11:10:29.905,0,0,0,57,0,0,0,1,3,0,0,0,0,E5,8,0D
7254,2026-05-21 11:10:30.114,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0
7255,2026-05-21 11:10:30.323,E7,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0
7256,2026-05-21 11:10:30.532,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0
7257,2026-05-21 11:10:30.740,1,3,0,0,0,0,E7,8,0D,0A,0D,0,0,0,0,57
7258,2026-05-21 11:10:30.948,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7259,2026-05-21 11:10:30.960,0,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7260,2026-05-21 11:10:31.166,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5
7261,2026-05-21 11:10:31.374,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0
7262,2026-05-21 11:10:31.583,0,0,E3,8,0D,0A,0D,0,0,0,0,56,0,0,0,1
7263,2026-05-21 11:10:31.792,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0
7264,2026-05-21 11:10:32.000,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0
7265,2026-05-21 11:10:32.208,0,57,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7266,2026-05-21 11:10:32.219,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E7,8
7267,2026-05-21 11:10:32.425,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7268,2026-05-21 11:10:32.635,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3
7269,2026-05-21 11:10:32.843,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0
7270,2026-05-21 11:10:33.052,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0
7271,2026-05-21 11:10:33.260,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7272,2026-05-21 11:10:33.270,0,0,0,57,0,0,0,1,3,0,0,0,0,E5,8,0D
7273,2026-05-21 11:10:33.478,0A,0D,0,0,0,0,57,0,0,0,1,3,0,0,0,0
7274,2026-05-21 11:10:33.679,E5,8,0D,0A,0D,0,0,0,0,57,0,0,0,1,3,0
7275,2026-05-21 11:10:33.892,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0
7276,2026-05-21 11:10:34.103,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56
7277,2026-05-21 11:10:34.312,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0
7278,2026-05-21 11:10:34.322,0,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7279,2026-05-21 11:10:34.529,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5
7280,2026-05-21 11:10:34.737,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0
7281,2026-05-21 11:10:34.952,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1
7282,2026-05-21 11:10:35.161,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0
7283,2026-05-21 11:10:35.363,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7284,2026-05-21 11:10:35.572,0,56,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D
7285,2026-05-21 11:10:35.582,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5,8
7286,2026-05-21 11:10:35.789,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7287,2026-05-21 11:10:35.997,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3
7288,2026-05-21 11:10:36.206,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0
7289,2026-05-21 11:10:36.415,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7290,2026-05-21 11:10:36.623,53,0,0,0,1,3,0,0,0,0,E7,8,0D,0A,0D,0
7291,2026-05-21 11:10:36.633,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D
7292,2026-05-21 11:10:36.840,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0
7293,2026-05-21 11:10:37.049,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0
7294,2026-05-21 11:10:37.259,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0
7295,2026-05-21 11:10:37.466,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7296,2026-05-21 11:10:37.663,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7297,2026-05-21 11:10:37.678,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7298,2026-05-21 11:10:37.878,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5
7299,2026-05-21 11:10:38.091,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0
7300,2026-05-21 11:10:38.309,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1
7301,2026-05-21 11:10:38.517,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0
7302,2026-05-21 11:10:38.726,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7303,2026-05-21 11:10:38.934,0,53,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D
7304,2026-05-21 11:10:38.944,0,0,0,0,52,0,0,0,1,3,0,0,0,0,E5,8
7305,2026-05-21 11:10:39.151,0D,0A,0D,0,0,0,0,52,0,0,0,1,3,0,0,0
7306,2026-05-21 11:10:39.363,0,E3,8,0D,0A,0D,0,0,0,0,52,0,0,0,1,3
7307,2026-05-21 11:10:39.569,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,53,0,0
7308,2026-05-21 11:10:39.777,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7309,2026-05-21 11:10:39.986,54,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0
7310,2026-05-21 11:10:39.996,0,0,0,52,0,0,0,1,3,0,0,0,0,E5,8,0D
7311,2026-05-21 11:10:40.203,0A,0D,0,0,0,0,52,0,0,0,1,3,0,0,0,0
7312,2026-05-21 11:10:40.412,E5,8,0D,0A,0D,0,0,0,0,52,0,0,0,1,3,0
7313,2026-05-21 11:10:40.621,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0
7314,2026-05-21 11:10:40.829,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7315,2026-05-21 11:10:41.038,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7316,2026-05-21 11:10:41.048,0,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7317,2026-05-21 11:10:41.254,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5
7318,2026-05-21 11:10:41.463,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0
7319,2026-05-21 11:10:41.672,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1
7320,2026-05-21 11:10:41.880,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0
7321,2026-05-21 11:10:42.088,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7322,2026-05-21 11:10:42.298,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7323,2026-05-21 11:10:42.365,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5,8
7324,2026-05-21 11:10:42.514,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7325,2026-05-21 11:10:42.723,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3
7326,2026-05-21 11:10:42.932,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0
7327,2026-05-21 11:10:43.141,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0
7328,2026-05-21 11:10:43.349,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7329,2026-05-21 11:10:43.359,0,0,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D
7330,2026-05-21 11:10:43.568,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0
7331,2026-05-21 11:10:43.774,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0
7332,2026-05-21 11:10:43.983,0,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0,0
7333,2026-05-21 11:10:44.191,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55
7334,2026-05-21 11:10:44.431,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7335,2026-05-21 11:10:44.451,0,0,55,0,0,0,1,3,0,0,0,0,E3,8,0D,0A
7336,2026-05-21 11:10:44.622,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5
7337,2026-05-21 11:10:44.826,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0
7338,2026-05-21 11:10:45.035,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1
7339,2026-05-21 11:10:45.244,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0
7340,2026-05-21 11:10:45.451,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7341,2026-05-21 11:10:45.684,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7342,2026-05-21 11:10:45.700,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8
7343,2026-05-21 11:10:45.876,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0
7344,2026-05-21 11:10:46.085,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3
7345,2026-05-21 11:10:46.294,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0
7346,2026-05-21 11:10:46.504,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7347,2026-05-21 11:10:46.711,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7348,2026-05-21 11:10:46.721,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D
7349,2026-05-21 11:10:46.929,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0
7350,2026-05-21 11:10:47.137,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0
7351,2026-05-21 11:10:47.346,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0
7352,2026-05-21 11:10:47.555,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,56
7353,2026-05-21 11:10:47.763,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7354,2026-05-21 11:10:47.776,0,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7355,2026-05-21 11:10:47.981,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5
7356,2026-05-21 11:10:48.189,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0
7357,2026-05-21 11:10:48.398,0,0,E3,8,0D,0A,0D,0,0,0,0,56,0,0,0,1
7358,2026-05-21 11:10:48.605,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0
7359,2026-05-21 11:10:48.815,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7360,2026-05-21 11:10:49.023,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7361,2026-05-21 11:10:49.032,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5,8
7362,2026-05-21 11:10:49.240,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7363,2026-05-21 11:10:49.449,0,E7,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3
7364,2026-05-21 11:10:49.657,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0
7365,2026-05-21 11:10:49.866,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7366,2026-05-21 11:10:50.063,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7367,2026-05-21 11:10:50.084,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D
7368,2026-05-21 11:10:50.292,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0
7369,2026-05-21 11:10:50.501,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0
7370,2026-05-21 11:10:50.709,0,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0
7371,2026-05-21 11:10:50.918,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55
7372,2026-05-21 11:10:51.126,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7373,2026-05-21 11:10:51.137,0,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7374,2026-05-21 11:10:51.343,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5
7375,2026-05-21 11:10:51.551,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0
7376,2026-05-21 11:10:51.760,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0,0,1
7377,2026-05-21 11:10:51.972,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0
7378,2026-05-21 11:10:52.178,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7379,2026-05-21 11:10:52.386,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7380,2026-05-21 11:10:52.397,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8
7381,2026-05-21 11:10:52.604,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0
7382,2026-05-21 11:10:52.812,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3
7383,2026-05-21 11:10:53.021,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,54,0,0
7384,2026-05-21 11:10:53.230,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0
7385,2026-05-21 11:10:53.438,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7386,2026-05-21 11:10:53.447,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D
7387,2026-05-21 11:10:53.655,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0
7388,2026-05-21 11:10:53.863,E7,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0
7389,2026-05-21 11:10:54.079,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0
7390,2026-05-21 11:10:54.281,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,52
7391,2026-05-21 11:10:54.490,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0
7392,2026-05-21 11:10:54.500,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7393,2026-05-21 11:10:54.706,0D,0,0,0,0,51,0,0,0,1,3,0,0,0,0,E7
7394,2026-05-21 11:10:54.915,8,0D,0A,0D,0,0,0,0,52,0,0,0,1,3,0,0
7395,2026-05-21 11:10:55.124,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1
7396,2026-05-21 11:10:55.332,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,53,0
7397,2026-05-21 11:10:55.541,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0
7398,2026-05-21 11:10:55.749,0,53,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7399,2026-05-21 11:10:55.760,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E7,8
7400,2026-05-21 11:10:55.966,0D,0A,0D,0,0,0,0,53,0,0,0,1,3,0,0,0
7401,2026-05-21 11:10:56.176,0,E3,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3
7402,2026-05-21 11:10:56.383,0,0,0,0,E7,8,0D,0A,0D,0,0,0,0,54,0,0
7403,2026-05-21 11:10:56.591,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7404,2026-05-21 11:10:56.803,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7405,2026-05-21 11:10:56.813,0,0,0,54,0,0,0,1,3,0,0,0,0,E3,8,0D
7406,2026-05-21 11:10:57.018,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0
7407,2026-05-21 11:10:57.226,E3,8,0D,0A,0D,0,0,0,0,53,0,0,0,1,3,0
7408,2026-05-21 11:10:57.435,0,0,0,E5,8,0D,0A,0D,0,0,0,0,52,0,0,0
7409,2026-05-21 11:10:57.643,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,53
7410,2026-05-21 11:10:57.852,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7411,2026-05-21 11:10:57.862,0,0,53,0,0,0,1,3,0,0,0,0,E5,8,0D,0A
7412,2026-05-21 11:10:58.069,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5
7413,2026-05-21 11:10:58.278,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0
7414,2026-05-21 11:10:58.487,0,0,E5,8,0D,0A,0D,0,0,0,0,53,0,0,0,1
7415,2026-05-21 11:10:58.695,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0
7416,2026-05-21 11:10:58.903,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7417,2026-05-21 11:10:59.112,0,53,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7418,2026-05-21 11:10:59.121,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8
7419,2026-05-21 11:10:59.329,0D,0A,0D,0,0,0,0,52,0,0,0,1,3,0,0,0
7420,2026-05-21 11:10:59.538,0,E5,8,0D,0A,0D,0,0,0,0,53,0,0,0,1,3
7421,2026-05-21 11:10:59.747,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,53,0,0
7422,2026-05-21 11:10:59.955,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7423,2026-05-21 11:11:00.164,53,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0
7424,2026-05-21 11:11:00.173,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D
7425,2026-05-21 11:11:00.382,0A,0D,0,0,0,0,53,0,0,0,1,3,0,0,0,0
7426,2026-05-21 11:11:00.589,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0
7427,2026-05-21 11:11:00.798,0,0,0,E3,8,0D,0A,0D,0,0,0,0,54,0,0,0
7428,2026-05-21 11:11:01.006,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7429,2026-05-21 11:11:01.215,0,0,0,1,3,0,0,0,0,E7,8,0D,0A,0D,0,0
7430,2026-05-21 11:11:01.225,0,0,54,0,0,0,1,3,0,0,0,0,E3,8,0D,0A
7431,2026-05-21 11:11:01.432,0D,0,0,0,0,56,0,0,0,1,3,0,0,0,0,E5
7432,2026-05-21 11:11:01.641,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3,0,0
7433,2026-05-21 11:11:01.850,0,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1
7434,2026-05-21 11:11:02.058,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0
7435,2026-05-21 11:11:02.256,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7436,2026-05-21 11:11:02.475,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7437,2026-05-21 11:11:02.489,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8
7438,2026-05-21 11:11:02.692,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0
7439,2026-05-21 11:11:02.901,0,E5,8,0D,0A,0D,0,0,0,0,56,0,0,0,1,3
7440,2026-05-21 11:11:03.110,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0
7441,2026-05-21 11:11:03.318,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7442,2026-05-21 11:11:03.526,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7443,2026-05-21 11:11:03.536,0,0,0,55,0,0,0,1,3,0,0,0,0,E3,8,0D
7444,2026-05-21 11:11:03.743,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0
7445,2026-05-21 11:11:03.952,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0
7446,2026-05-21 11:11:04.160,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0
7447,2026-05-21 11:11:04.369,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7448,2026-05-21 11:11:04.578,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7449,2026-05-21 11:11:04.589,0,0,54,0,0,0,1,3,0,0,0,0,E3,8,0D,0A
7450,2026-05-21 11:11:04.795,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5
7451,2026-05-21 11:11:05.004,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0
7452,2026-05-21 11:11:05.212,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1
7453,2026-05-21 11:11:05.421,3,0,0,0,0,E1,8,0D,0A,0D,0,0,0,0,54,0
7454,2026-05-21 11:11:05.630,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7455,2026-05-21 11:11:05.837,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7456,2026-05-21 11:11:05.845,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8
7457,2026-05-21 11:11:06.055,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0,0
7458,2026-05-21 11:11:06.264,0,E5,8,0D,0A,0D,0,0,0,0,52,0,0,0,1,3
7459,2026-05-21 11:11:06.472,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0
7460,2026-05-21 11:11:06.681,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7461,2026-05-21 11:11:06.889,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7462,2026-05-21 11:11:06.902,0,0,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D
7463,2026-05-21 11:11:07.107,0A,0D,0,0,0,0,53,0,0,0,1,3,0,0,0,0
7464,2026-05-21 11:11:07.315,E5,8,0D,0A,0D,0,0,0,0,53,0,0,0,1,3,0
7465,2026-05-21 11:11:07.523,0,0,0,E5,8,0D,0A,0D,0,0,0,0,53,0,0,0
7466,2026-05-21 11:11:07.732,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7467,2026-05-21 11:11:07.941,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7468,2026-05-21 11:11:07.950,0,0,54,0,0,0,1,3,0,0,0,0,E3,8,0D,0A
7469,2026-05-21 11:11:08.158,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E5
7470,2026-05-21 11:11:08.366,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0
7471,2026-05-21 11:11:08.575,0,0,E3,8,0D,0A,0D,0,0,0,0,54,0,0,0,1
7472,2026-05-21 11:11:08.784,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0,0,54,0
7473,2026-05-21 11:11:08.992,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0
7474,2026-05-21 11:11:09.201,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7475,2026-05-21 11:11:09.212,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E7,8
7476,2026-05-21 11:11:09.419,0D,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0,0
7477,2026-05-21 11:11:09.628,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1,3
7478,2026-05-21 11:11:09.835,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0
7479,2026-05-21 11:11:10.037,0,1,3,0,0,0,0,E7,8,0D,0A,0D,0,0,0,0
7480,2026-05-21 11:11:10.252,55,0,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0
7481,2026-05-21 11:11:10.262,0,0,0,55,0,0,0,1,3,0,0,0,0,E5,8,0D
7482,2026-05-21 11:11:10.469,0A,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0
7483,2026-05-21 11:11:10.678,E3,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0
7484,2026-05-21 11:11:10.886,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0
7485,2026-05-21 11:11:11.096,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,54
7486,2026-05-21 11:11:11.304,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0
7487,2026-05-21 11:11:11.316,0,0,54,0,0,0,1,3,0,0,0,0,E3,8,0D,0A
7488,2026-05-21 11:11:11.521,0D,0,0,0,0,54,0,0,0,1,3,0,0,0,0,E3
7489,2026-05-21 11:11:11.729,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0
7490,2026-05-21 11:11:11.938,0,0,E5,8,0D,0A,0D,0,0,0,0,54,0,0,0,1
7491,2026-05-21 11:11:12.147,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0
7492,2026-05-21 11:11:12.356,0,0,1,3,0,0,0,0,E3,8,0D,0A,0D,0,0,0
7493,2026-05-21 11:11:12.564,0,54,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D
7494,2026-05-21 11:11:12.574,0,0,0,0,55,0,0,0,1,3,0,0,0,0,E3,8
7495,2026-05-21 11:11:12.780,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0
7496,2026-05-21 11:11:12.989,0,E3,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3
7497,2026-05-21 11:11:13.198,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0
7498,2026-05-21 11:11:13.406,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0,0,0,0
7499,2026-05-21 11:11:13.615,56,0,0,0,1,3,0,0,0,0,E5,8,0D,0A,0D,0
7500,2026-05-21 11:11:13.626,0,0,0,56,0,0,0,1,3,0,0,0,0,E5,8,0D
7501,2026-05-21 11:11:13.824,0A,0D,0,0,0,0,55,0,0,0,1,3,0,0,0,0
7502,2026-05-21 11:11:14.026,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0,1,3,0
7503,2026-05-21 11:11:14.249,0,0,0,E5,8,0D,0A,0D,0,0,0,0,55,0,0,0
